person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,_row_id 
22,30000,MORTGAGE,6.0,VENTURE,A,2000,5.42,0,0.07,N,2.0,18-25,"(3999.999, 35000.0]",1968
23,33600,RENT,0.0,DEBTCONSOLIDATION,B,2100,10.99,0,0.06,N,3.0,18-25,"(3999.999, 35000.0]",1969
22,34560,RENT,1.0,MEDICAL,E,2100,17.04,1,0.06,N,3.0,18-25,"(3999.999, 35000.0]",1970
25,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,6.92,0,0.27,N,3.0,18-25,"(3999.999, 35000.0]",1971
22,40000,RENT,0.0,DEBTCONSOLIDATION,A,2100,6.39,0,0.05,N,2.0,18-25,"(35000.0, 49000.0]",1972
25,44400,RENT,4.0,PERSONAL,D,2100,17.27,0,0.05,N,4.0,18-25,"(35000.0, 49000.0]",1973
22,30000,OWN,6.0,EDUCATION,A,2500,7.29,0,0.08,N,3.0,18-25,"(3999.999, 35000.0]",1974
23,45000,RENT,0.0,VENTURE,B,2100,11.48,0,0.05,N,4.0,18-25,"(35000.0, 49000.0]",1975
22,52800,RENT,1.0,PERSONAL,A,2100,6.76,0,0.04,N,2.0,18-25,"(49000.0, 63000.0]",1976
22,60000,RENT,5.0,DEBTCONSOLIDATION,C,2100,14.65,0,0.04,N,2.0,18-25,"(49000.0, 63000.0]",1977
22,60000,RENT,5.0,VENTURE,C,2100,13.43,0,0.04,N,2.0,18-25,"(49000.0, 63000.0]",1978
25,30000,OWN,9.0,VENTURE,A,10000,10.99,0,0.33,N,2.0,18-25,"(3999.999, 35000.0]",1979
24,54000,RENT,8.0,HOMEIMPROVEMENT,E,2100,17.14,1,0.04,N,4.0,18-25,"(49000.0, 63000.0]",1980
22,30000,MORTGAGE,0.0,EDUCATION,A,7000,7.29,0,0.23,N,3.0,18-25,"(3999.999, 35000.0]",1981
25,80000,RENT,9.0,PERSONAL,A,2100,10.99,0,0.03,N,4.0,18-25,"(63000.0, 86000.0]",1982
23,87000,RENT,4.0,EDUCATION,C,2100,10.99,0,0.02,N,2.0,18-25,"(86000.0, 138000.0]",1983
24,79050,RENT,2.0,MEDICAL,B,2100,9.91,1,0.02,N,4.0,18-25,"(63000.0, 86000.0]",1984
26,110000,RENT,0.0,DEBTCONSOLIDATION,A,2100,7.12,0,0.02,N,2.0,26-35,"(86000.0, 138000.0]",1985
23,30000,MORTGAGE,6.0,EDUCATION,A,10000,7.66,0,0.33,N,3.0,18-25,"(3999.999, 35000.0]",1986
26,43000,RENT,4.0,PERSONAL,A,2125,8.9,0,0.05,N,3.0,26-35,"(35000.0, 49000.0]",1987
22,17772,RENT,0.0,MEDICAL,A,2150,10.99,0,0.12,N,4.0,18-25,"(3999.999, 35000.0]",1988
26,57600,RENT,10.0,DEBTCONSOLIDATION,D,2150,15.62,1,0.04,Y,3.0,26-35,"(49000.0, 63000.0]",1989
22,28800,RENT,2.0,VENTURE,A,14000,7.9,1,0.44000000000000006,N,2.0,18-25,"(3999.999, 35000.0]",1990
21,30000,MORTGAGE,5.0,VENTURE,B,6400,10.99,0,0.21,N,3.0,18-25,"(3999.999, 35000.0]",1991
21,30000,RENT,3.0,MEDICAL,B,14000,10.65,1,0.44000000000000006,N,2.0,18-25,"(3999.999, 35000.0]",1992
24,30000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.9,1,0.44000000000000006,N,2.0,18-25,"(3999.999, 35000.0]",1993
24,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3075,10.99,0,0.1,N,4.0,18-25,"(3999.999, 35000.0]",1994
22,30000,RENT,6.0,VENTURE,A,14000,6.99,1,0.44000000000000006,N,4.0,18-25,"(3999.999, 35000.0]",1995
23,30000,RENT,1.0,MEDICAL,B,14000,11.26,1,0.44000000000000006,N,3.0,18-25,"(3999.999, 35000.0]",1996
22,32000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.49,1,0.44,N,2.0,18-25,"(3999.999, 35000.0]",1997
22,30000,MORTGAGE,6.0,PERSONAL,C,2000,12.61,0,0.07,N,4.0,18-25,"(3999.999, 35000.0]",1998
22,32000,RENT,7.0,EDUCATION,C,14000,12.23,1,0.44,N,3.0,18-25,"(3999.999, 35000.0]",1999
26,32400,RENT,10.0,EDUCATION,A,14000,7.51,1,0.43,N,4.0,26-35,"(3999.999, 35000.0]",2000
24,32500,RENT,4.0,MEDICAL,C,14000,14.17,1,0.43,N,2.0,18-25,"(3999.999, 35000.0]",2001
22,34000,RENT,6.0,DEBTCONSOLIDATION,B,14000,10.62,1,0.41,N,4.0,18-25,"(3999.999, 35000.0]",2002
24,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,6.17,0,0.27,N,2.0,18-25,"(3999.999, 35000.0]",2003
22,37000,RENT,6.0,PERSONAL,A,14000,6.92,1,0.38,N,2.0,18-25,"(35000.0, 49000.0]",2004
26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.38,N,4.0,26-35,"(35000.0, 49000.0]",2005
23,37148,RENT,4.0,EDUCATION,D,14000,14.42,1,0.38,N,3.0,18-25,"(35000.0, 49000.0]",2006
21,37947,RENT,5.0,PERSONAL,A,14000,7.9,1,0.37,N,2.0,18-25,"(35000.0, 49000.0]",2007
22,39000,RENT,4.0,MEDICAL,B,14000,10.37,1,0.36,N,3.0,18-25,"(35000.0, 49000.0]",2008
26,39900,RENT,1.0,DEBTCONSOLIDATION,B,14000,10.37,1,0.35,N,3.0,26-35,"(35000.0, 49000.0]",2009
22,40000,RENT,6.0,EDUCATION,B,14000,10.99,1,0.35,N,4.0,18-25,"(35000.0, 49000.0]",2010
24,40000,RENT,4.0,MEDICAL,A,14000,6.03,1,0.35,N,2.0,18-25,"(35000.0, 49000.0]",2011
22,40000,RENT,6.0,EDUCATION,C,14000,13.11,1,0.35,Y,3.0,18-25,"(35000.0, 49000.0]",2012
24,34000,RENT,0.0,VENTURE,D,14000,14.61,1,0.41,Y,2.0,18-25,"(3999.999, 35000.0]",2013
24,30000,OWN,7.0,HOMEIMPROVEMENT,C,10000,12.61,0,0.33,N,3.0,18-25,"(3999.999, 35000.0]",2014
21,30000,MORTGAGE,0.0,EDUCATION,D,2000,14.46,0,0.07,Y,4.0,18-25,"(3999.999, 35000.0]",2015
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,1000,13.72,0,0.03,N,4.0,18-25,"(3999.999, 35000.0]",2016
22,30000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0,0.17,N,3.0,18-25,"(3999.999, 35000.0]",2017
24,34400,RENT,8.0,DEBTCONSOLIDATION,D,14000,16.0,1,0.41,Y,3.0,18-25,"(3999.999, 35000.0]",2018
24,30000,OWN,7.0,HOMEIMPROVEMENT,A,15250,6.54,0,0.44000000000000006,N,3.0,18-25,"(3999.999, 35000.0]",2019
22,41000,RENT,5.0,VENTURE,A,14000,10.99,1,0.34,N,3.0,18-25,"(35000.0, 49000.0]",2020
22,41340,RENT,6.0,VENTURE,D,14000,17.49,1,0.34,N,3.0,18-25,"(35000.0, 49000.0]",2021
21,12000,RENT,0.0,DEBTCONSOLIDATION,C,2200,10.99,1,0.18,N,3.0,18-25,"(3999.999, 35000.0]",2022
21,15000,RENT,4.0,EDUCATION,D,2200,10.99,0,0.15,Y,4.0,18-25,"(3999.999, 35000.0]",2023
25,15000,RENT,0.0,VENTURE,A,2200,7.88,0,0.15,N,2.0,18-25,"(3999.999, 35000.0]",2024
21,16200,RENT,2.0,MEDICAL,D,2200,16.49,1,0.14,N,2.0,18-25,"(3999.999, 35000.0]",2025
24,22000,RENT,4.0,MEDICAL,A,2200,10.99,0,0.1,N,3.0,18-25,"(3999.999, 35000.0]",2026
23,24000,RENT,3.0,EDUCATION,C,2200,15.23,0,0.09,Y,4.0,18-25,"(3999.999, 35000.0]",2027
23,26004,RENT,8.0,DEBTCONSOLIDATION,B,2200,9.91,1,0.08,N,2.0,18-25,"(3999.999, 35000.0]",2028
25,27500,RENT,4.0,MEDICAL,B,2200,12.53,0,0.08,N,4.0,18-25,"(3999.999, 35000.0]",2029
22,27996,RENT,0.0,HOMEIMPROVEMENT,D,2200,15.95,1,0.08,Y,2.0,18-25,"(3999.999, 35000.0]",2030
21,35360,RENT,1.0,EDUCATION,A,2200,7.49,0,0.06,N,2.0,18-25,"(35000.0, 49000.0]",2031
25,38400,RENT,5.0,DEBTCONSOLIDATION,B,2200,12.69,0,0.06,N,3.0,18-25,"(35000.0, 49000.0]",2032
23,30000,MORTGAGE,2.0,EDUCATION,E,12000,16.45,0,0.4,Y,3.0,18-25,"(3999.999, 35000.0]",2033
23,39000,RENT,7.0,DEBTCONSOLIDATION,B,2200,10.99,0,0.06,N,4.0,18-25,"(35000.0, 49000.0]",2034
23,39270,RENT,6.0,VENTURE,C,2200,11.72,0,0.06,N,2.0,18-25,"(35000.0, 49000.0]",2035
24,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4500,14.72,0,0.15,Y,4.0,18-25,"(3999.999, 35000.0]",2036
26,30000,OWN,0.0,PERSONAL,B,5000,10.38,0,0.17,N,4.0,26-35,"(3999.999, 35000.0]",2037
22,46080,RENT,1.0,VENTURE,B,2200,11.99,0,0.05,N,2.0,18-25,"(35000.0, 49000.0]",2038
22,55000,RENT,3.0,MEDICAL,A,2200,5.79,0,0.04,N,4.0,18-25,"(49000.0, 63000.0]",2039
23,30000,MORTGAGE,2.0,VENTURE,A,8000,7.88,0,0.27,N,2.0,18-25,"(3999.999, 35000.0]",2040
25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.3,N,4.0,18-25,"(3999.999, 35000.0]",2041
23,75000,RENT,0.0,VENTURE,A,2200,7.9,0,0.03,N,4.0,18-25,"(63000.0, 86000.0]",2042
21,52500,RENT,0.0,DEBTCONSOLIDATION,A,2225,7.66,0,0.04,N,3.0,18-25,"(49000.0, 63000.0]",2043
25,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.35,0,0.2,Y,2.0,18-25,"(3999.999, 35000.0]",2044
23,16000,RENT,6.0,DEBTCONSOLIDATION,C,2250,13.49,0,0.14,N,4.0,18-25,"(3999.999, 35000.0]",2045
24,29140,RENT,1.0,VENTURE,C,2250,12.73,0,0.08,N,4.0,18-25,"(3999.999, 35000.0]",2046
26,42000,RENT,4.0,DEBTCONSOLIDATION,B,2250,10.38,0,0.05,N,4.0,26-35,"(35000.0, 49000.0]",2047
23,14000,RENT,2.0,EDUCATION,D,2300,15.33,1,0.16,N,2.0,18-25,"(3999.999, 35000.0]",2048
25,25920,RENT,0.0,PERSONAL,B,2300,11.11,0,0.09,N,4.0,18-25,"(3999.999, 35000.0]",2049
22,30000,OWN,4.0,VENTURE,C,7000,13.98,0,0.23,Y,2.0,18-25,"(3999.999, 35000.0]",2050
26,30000,RENT,1.0,MEDICAL,B,2300,10.99,0,0.08,N,2.0,26-35,"(3999.999, 35000.0]",2051
21,34416,RENT,5.0,EDUCATION,A,2300,6.76,0,0.07,N,2.0,18-25,"(3999.999, 35000.0]",2052
26,36400,RENT,4.0,EDUCATION,A,2300,7.4,0,0.06,N,2.0,26-35,"(35000.0, 49000.0]",2053
25,62400,RENT,7.0,MEDICAL,B,2300,11.71,0,0.04,N,3.0,18-25,"(49000.0, 63000.0]",2054
22,30000,OWN,4.0,PERSONAL,B,5000,11.12,0,0.17,N,2.0,18-25,"(3999.999, 35000.0]",2055
23,78000,RENT,5.0,EDUCATION,D,2300,17.58,0,0.03,Y,2.0,18-25,"(63000.0, 86000.0]",2056
23,30000,MORTGAGE,6.0,VENTURE,B,5000,10.38,0,0.17,N,4.0,18-25,"(3999.999, 35000.0]",2057
22,30000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.17,N,4.0,18-25,"(3999.999, 35000.0]",2058
26,14400,RENT,4.0,MEDICAL,B,2350,9.91,1,0.16,N,4.0,26-35,"(3999.999, 35000.0]",2059
25,44400,RENT,6.0,EDUCATION,C,2350,13.98,0,0.05,Y,3.0,18-25,"(35000.0, 49000.0]",2060
24,12000,RENT,4.0,MEDICAL,A,2400,6.92,1,0.2,N,2.0,18-25,"(3999.999, 35000.0]",2061
26,30000,MORTGAGE,0.0,EDUCATION,A,4000,7.14,0,0.13,N,3.0,26-35,"(3999.999, 35000.0]",2062
23,13000,RENT,0.0,PERSONAL,E,2400,16.82,1,0.18,N,3.0,18-25,"(3999.999, 35000.0]",2063
24,13288,RENT,5.0,VENTURE,D,2400,17.27,1,0.18,N,2.0,18-25,"(3999.999, 35000.0]",2064
24,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,13.48,1,0.17,Y,2.0,18-25,"(3999.999, 35000.0]",2065
25,30000,MORTGAGE,6.0,PERSONAL,A,4000,7.14,0,0.13,N,2.0,18-25,"(3999.999, 35000.0]",2066
25,15648,RENT,4.0,EDUCATION,B,2400,11.71,0,0.15,N,4.0,18-25,"(3999.999, 35000.0]",2067
26,16428,RENT,0.0,PERSONAL,C,2400,12.23,0,0.15,N,4.0,26-35,"(3999.999, 35000.0]",2068
24,16800,RENT,3.0,MEDICAL,C,2400,13.98,1,0.14,Y,4.0,18-25,"(3999.999, 35000.0]",2069
26,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.62,0,0.44000000000000006,N,2.0,26-35,"(3999.999, 35000.0]",2070
23,30000,MORTGAGE,3.0,PERSONAL,B,4500,10.62,0,0.15,N,3.0,18-25,"(3999.999, 35000.0]",2071
26,18000,RENT,1.0,VENTURE,C,2400,13.06,1,0.13,Y,2.0,26-35,"(3999.999, 35000.0]",2072
24,30000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,2400,13.11,0,0.08,Y,2.0,18-25,"(3999.999, 35000.0]",2073
22,30000,MORTGAGE,6.0,VENTURE,C,3200,13.48,0,0.11,N,4.0,18-25,"(3999.999, 35000.0]",2074
21,18000,RENT,4.0,VENTURE,C,2400,14.72,0,0.13,N,2.0,18-25,"(3999.999, 35000.0]",2075
22,18000,RENT,4.0,DEBTCONSOLIDATION,C,2400,13.61,0,0.13,Y,3.0,18-25,"(3999.999, 35000.0]",2076
22,30000,MORTGAGE,6.0,EDUCATION,C,13750,14.22,0,0.44000000000000006,N,4.0,18-25,"(3999.999, 35000.0]",2077
24,20000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.62,1,0.12,N,2.0,18-25,"(3999.999, 35000.0]",2078
22,30000,MORTGAGE,1.0,PERSONAL,B,5500,10.99,0,0.18,N,3.0,18-25,"(3999.999, 35000.0]",2079
22,21600,RENT,1.0,HOMEIMPROVEMENT,D,2400,16.29,1,0.11,N,4.0,18-25,"(3999.999, 35000.0]",2080
23,21600,RENT,1.0,DEBTCONSOLIDATION,C,2400,15.23,1,0.11,N,4.0,18-25,"(3999.999, 35000.0]",2081
22,21996,RENT,6.0,DEBTCONSOLIDATION,C,2400,12.53,0,0.11,N,4.0,18-25,"(3999.999, 35000.0]",2082
22,30000,MORTGAGE,3.0,MEDICAL,B,1750,10.99,0,0.06,N,4.0,18-25,"(3999.999, 35000.0]",2083
23,22790,RENT,7.0,VENTURE,A,2400,8.94,0,0.11,N,4.0,18-25,"(3999.999, 35000.0]",2084
25,22800,RENT,1.0,MEDICAL,B,2400,10.36,0,0.11,N,4.0,18-25,"(3999.999, 35000.0]",2085
22,30000,MORTGAGE,0.0,VENTURE,B,5000,11.48,0,0.17,N,4.0,18-25,"(3999.999, 35000.0]",2086
23,23000,RENT,5.0,EDUCATION,A,2400,5.99,0,0.1,N,3.0,18-25,"(3999.999, 35000.0]",2087
21,24000,RENT,6.0,VENTURE,D,2400,16.29,0,0.1,N,3.0,18-25,"(3999.999, 35000.0]",2088
26,25000,RENT,0.0,PERSONAL,D,2400,15.28,1,0.1,Y,3.0,26-35,"(3999.999, 35000.0]",2089
23,30000,OWN,0.0,PERSONAL,B,3000,11.14,0,0.1,N,3.0,18-25,"(3999.999, 35000.0]",2090
24,25000,RENT,4.0,VENTURE,C,2400,13.8,0,0.1,Y,4.0,18-25,"(3999.999, 35000.0]",2091
22,25000,RENT,0.0,EDUCATION,C,2400,13.61,0,0.1,N,4.0,18-25,"(3999.999, 35000.0]",2092
21,26000,RENT,1.0,PERSONAL,B,2400,11.58,1,0.09,N,4.0,18-25,"(3999.999, 35000.0]",2093
21,26400,RENT,0.0,EDUCATION,C,2400,14.79,0,0.09,Y,2.0,18-25,"(3999.999, 35000.0]",2094
22,26400,RENT,0.0,HOMEIMPROVEMENT,C,2400,13.92,1,0.09,N,3.0,18-25,"(3999.999, 35000.0]",2095
22,27259,RENT,1.0,EDUCATION,B,2400,10.59,0,0.09,N,2.0,18-25,"(3999.999, 35000.0]",2096
25,28000,RENT,8.0,EDUCATION,B,2400,11.49,0,0.09,N,3.0,18-25,"(3999.999, 35000.0]",2097
24,28800,RENT,0.0,HOMEIMPROVEMENT,C,2400,14.26,1,0.08,Y,4.0,18-25,"(3999.999, 35000.0]",2098
21,30000,RENT,1.0,HOMEIMPROVEMENT,D,2400,17.19,1,0.08,Y,2.0,18-25,"(3999.999, 35000.0]",2099
21,30000,RENT,1.0,VENTURE,D,2400,16.49,1,0.08,Y,2.0,18-25,"(3999.999, 35000.0]",2100
24,30000,RENT,2.0,MEDICAL,C,2400,13.72,0,0.08,Y,4.0,18-25,"(3999.999, 35000.0]",2101
25,30720,RENT,4.0,MEDICAL,A,2400,7.9,0,0.08,N,3.0,18-25,"(3999.999, 35000.0]",2102
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6500,7.74,0,0.22,N,4.0,18-25,"(3999.999, 35000.0]",2103
23,30720,RENT,2.0,PERSONAL,C,2400,13.98,1,0.08,Y,4.0,18-25,"(3999.999, 35000.0]",2104
22,32000,RENT,0.0,MEDICAL,B,2400,11.99,0,0.07,N,3.0,18-25,"(3999.999, 35000.0]",2105
22,32400,RENT,3.0,VENTURE,D,2400,16.77,0,0.07,Y,3.0,18-25,"(3999.999, 35000.0]",2106
22,32995,RENT,3.0,DEBTCONSOLIDATION,B,2400,11.48,0,0.07,N,4.0,18-25,"(3999.999, 35000.0]",2107
26,30000,OWN,0.0,PERSONAL,C,15000,13.22,0,0.44000000000000006,N,2.0,26-35,"(3999.999, 35000.0]",2108
22,35000,RENT,1.0,EDUCATION,C,2400,10.99,0,0.07,Y,2.0,18-25,"(3999.999, 35000.0]",2109
25,35000,RENT,3.0,VENTURE,B,2400,12.53,0,0.07,N,3.0,18-25,"(3999.999, 35000.0]",2110
23,30000,MORTGAGE,7.0,EDUCATION,A,12000,8.94,0,0.4,N,4.0,18-25,"(3999.999, 35000.0]",2111
21,37800,RENT,1.0,PERSONAL,C,2400,14.26,0,0.06,Y,3.0,18-25,"(35000.0, 49000.0]",2112
23,40000,RENT,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,3.0,18-25,"(35000.0, 49000.0]",2113
25,40000,RENT,9.0,EDUCATION,A,2400,5.42,0,0.06,N,3.0,18-25,"(35000.0, 49000.0]",2114
24,30000,MORTGAGE,0.0,VENTURE,C,6000,13.22,0,0.2,N,3.0,18-25,"(3999.999, 35000.0]",2115
25,30000,MORTGAGE,2.0,PERSONAL,A,11500,8.59,0,0.38,N,4.0,18-25,"(3999.999, 35000.0]",2116
22,40000,RENT,1.0,EDUCATION,C,2400,12.73,0,0.06,Y,2.0,18-25,"(35000.0, 49000.0]",2117
23,30000,MORTGAGE,5.0,MEDICAL,A,1000,7.4,0,0.03,N,2.0,18-25,"(3999.999, 35000.0]",2118
21,34000,RENT,5.0,HOMEIMPROVEMENT,B,2400,10.83,1,0.07,N,4.0,18-25,"(3999.999, 35000.0]",2119
24,41300,RENT,2.0,EDUCATION,C,2400,12.68,0,0.06,N,2.0,18-25,"(35000.0, 49000.0]",2120
22,41600,RENT,0.0,EDUCATION,C,2400,12.22,0,0.06,Y,2.0,18-25,"(35000.0, 49000.0]",2121
24,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.57,0,0.2,N,2.0,18-25,"(3999.999, 35000.0]",2122
26,30000,MORTGAGE,0.0,VENTURE,A,3500,8.0,0,0.12,N,4.0,26-35,"(3999.999, 35000.0]",2123
25,30000,MORTGAGE,9.0,VENTURE,A,3000,10.99,0,0.1,N,4.0,18-25,"(3999.999, 35000.0]",2124
22,30000,MORTGAGE,4.0,EDUCATION,B,5000,11.89,1,0.17,N,4.0,18-25,"(3999.999, 35000.0]",2125
26,30000,MORTGAGE,0.0,VENTURE,C,4000,13.16,0,0.13,Y,4.0,26-35,"(3999.999, 35000.0]",2126
25,30000,MORTGAGE,9.0,VENTURE,A,8000,9.32,0,0.27,N,4.0,18-25,"(3999.999, 35000.0]",2127
21,30000,MORTGAGE,0.0,PERSONAL,A,4750,9.63,1,0.16,N,2.0,18-25,"(3999.999, 35000.0]",2128
22,43000,RENT,5.0,VENTURE,B,2400,10.99,0,0.06,N,4.0,18-25,"(35000.0, 49000.0]",2129
22,37080,RENT,6.0,PERSONAL,B,2400,10.65,1,0.06,N,3.0,18-25,"(35000.0, 49000.0]",2130
25,44000,RENT,5.0,MEDICAL,A,2400,7.66,0,0.05,N,4.0,18-25,"(35000.0, 49000.0]",2131
23,44004,RENT,3.0,EDUCATION,D,2400,14.09,0,0.05,Y,4.0,18-25,"(35000.0, 49000.0]",2132
24,30000,MORTGAGE,2.0,EDUCATION,A,1000,8.0,0,0.03,N,2.0,18-25,"(3999.999, 35000.0]",2133
22,45000,RENT,3.0,MEDICAL,B,2400,12.18,0,0.05,N,4.0,18-25,"(35000.0, 49000.0]",2134
26,46000,RENT,0.0,DEBTCONSOLIDATION,B,2400,9.91,0,0.05,N,4.0,26-35,"(35000.0, 49000.0]",2135
23,47000,RENT,7.0,PERSONAL,E,2400,13.75,0,0.05,Y,4.0,18-25,"(35000.0, 49000.0]",2136
22,30000,MORTGAGE,6.0,PERSONAL,D,6600,14.42,0,0.22,Y,4.0,18-25,"(3999.999, 35000.0]",2137
23,48000,RENT,1.0,MEDICAL,A,2400,8.49,0,0.05,N,4.0,18-25,"(35000.0, 49000.0]",2138
23,30000,MORTGAGE,0.0,MEDICAL,D,8000,10.99,1,0.27,Y,3.0,18-25,"(3999.999, 35000.0]",2139
23,48000,RENT,0.0,EDUCATION,B,2400,10.59,0,0.05,N,3.0,18-25,"(35000.0, 49000.0]",2140
24,48000,RENT,0.0,PERSONAL,C,2400,12.99,0,0.05,Y,4.0,18-25,"(35000.0, 49000.0]",2141
23,49800,RENT,2.0,PERSONAL,B,2400,11.83,0,0.05,N,2.0,18-25,"(49000.0, 63000.0]",2142
25,52000,RENT,0.0,HOMEIMPROVEMENT,A,2400,7.88,0,0.05,N,4.0,18-25,"(49000.0, 63000.0]",2143
22,30000,MORTGAGE,6.0,VENTURE,A,6950,9.32,0,0.23,N,4.0,18-25,"(3999.999, 35000.0]",2144
24,54000,RENT,5.0,PERSONAL,A,2400,8.0,0,0.04,N,3.0,18-25,"(49000.0, 63000.0]",2145
26,54500,RENT,7.0,EDUCATION,A,2400,9.32,0,0.04,N,3.0,26-35,"(49000.0, 63000.0]",2146
23,56000,RENT,2.0,MEDICAL,A,2400,8.9,0,0.04,N,3.0,18-25,"(49000.0, 63000.0]",2147
22,57500,RENT,3.0,PERSONAL,C,2400,15.23,0,0.04,N,3.0,18-25,"(49000.0, 63000.0]",2148
25,60000,RENT,6.0,VENTURE,B,2400,11.49,0,0.04,N,3.0,18-25,"(49000.0, 63000.0]",2149
24,54000,RENT,3.0,MEDICAL,C,2400,13.49,1,0.04,Y,4.0,18-25,"(49000.0, 63000.0]",2150
26,54000,RENT,2.0,HOMEIMPROVEMENT,D,2400,14.09,1,0.04,N,2.0,26-35,"(49000.0, 63000.0]",2151
21,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,14000,9.38,0,0.44000000000000006,N,4.0,18-25,"(3999.999, 35000.0]",2152
25,63000,RENT,3.0,DEBTCONSOLIDATION,A,2400,7.14,0,0.04,N,4.0,18-25,"(49000.0, 63000.0]",2153
23,63300,RENT,3.0,DEBTCONSOLIDATION,A,2400,7.9,0,0.04,N,4.0,18-25,"(63000.0, 86000.0]",2154
22,66000,RENT,2.0,EDUCATION,A,2400,7.4,0,0.04,N,2.0,18-25,"(63000.0, 86000.0]",2155
26,67000,RENT,4.0,MEDICAL,C,2400,12.99,0,0.04,Y,2.0,26-35,"(63000.0, 86000.0]",2156
26,70000,RENT,0.0,EDUCATION,C,2400,10.99,0,0.03,Y,3.0,26-35,"(63000.0, 86000.0]",2157
24,30000,MORTGAGE,4.0,PERSONAL,B,5000,10.71,0,0.17,N,2.0,18-25,"(3999.999, 35000.0]",2158
24,95000,RENT,4.0,PERSONAL,A,2400,5.99,0,0.03,N,3.0,18-25,"(86000.0, 138000.0]",2159
25,95000,RENT,4.0,DEBTCONSOLIDATION,B,2400,9.25,0,0.03,N,2.0,18-25,"(86000.0, 138000.0]",2160
26,95000,RENT,0.0,VENTURE,A,2400,10.99,0,0.03,N,3.0,26-35,"(86000.0, 138000.0]",2161
25,87999,RENT,5.0,PERSONAL,C,2400,14.79,1,0.03,Y,4.0,18-25,"(86000.0, 138000.0]",2162
23,36000,RENT,0.0,EDUCATION,A,2425,8.49,0,0.07,N,4.0,18-25,"(35000.0, 49000.0]",2163
26,16000,RENT,1.0,VENTURE,D,2450,10.99,1,0.15,Y,2.0,26-35,"(3999.999, 35000.0]",2164
22,24000,RENT,0.0,DEBTCONSOLIDATION,A,2450,7.9,0,0.1,N,2.0,18-25,"(3999.999, 35000.0]",2165
21,10800,RENT,4.0,PERSONAL,B,2500,8.88,1,0.23,N,2.0,18-25,"(3999.999, 35000.0]",2166
21,12000,RENT,4.0,MEDICAL,B,2500,11.99,1,0.21,N,4.0,18-25,"(3999.999, 35000.0]",2167
21,12540,RENT,4.0,HOMEIMPROVEMENT,A,2500,7.88,1,0.2,N,2.0,18-25,"(3999.999, 35000.0]",2168
24,12600,RENT,2.0,VENTURE,C,2500,13.11,1,0.2,Y,2.0,18-25,"(3999.999, 35000.0]",2169
23,95000,RENT,2.0,VENTURE,B,13600,11.11,0,0.14,N,2.0,18-25,"(86000.0, 138000.0]",2170
24,31000,RENT,8.0,VENTURE,C,13500,13.43,1,0.44,N,4.0,18-25,"(3999.999, 35000.0]",2171
21,38000,RENT,5.0,EDUCATION,B,13500,9.91,1,0.36,N,3.0,18-25,"(35000.0, 49000.0]",2172
22,43000,RENT,6.0,PERSONAL,B,13500,10.95,1,0.31,N,3.0,18-25,"(35000.0, 49000.0]",2173
23,45312,RENT,3.0,EDUCATION,A,13500,7.88,0,0.3,N,3.0,18-25,"(35000.0, 49000.0]",2174
26,30200,OWN,3.0,VENTURE,B,9200,10.99,0,0.3,N,2.0,26-35,"(3999.999, 35000.0]",2175
25,30200,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,10.2,0,0.44000000000000006,N,2.0,18-25,"(3999.999, 35000.0]",2176
23,51000,RENT,6.0,DEBTCONSOLIDATION,C,13500,12.23,0,0.26,Y,2.0,18-25,"(49000.0, 63000.0]",2177
23,30280,MORTGAGE,5.0,EDUCATION,A,5800,7.29,0,0.19,N,2.0,18-25,"(3999.999, 35000.0]",2178
22,30288,MORTGAGE,2.0,EDUCATION,C,6000,12.73,0,0.2,N,2.0,18-25,"(3999.999, 35000.0]",2179
22,30288,OWN,0.0,EDUCATION,F,5000,19.47,1,0.17,Y,3.0,18-25,"(3999.999, 35000.0]",2180
